---	---	TBLA0A05850	---	---	KNAG0I00560	KAFR0F01490	CAGL0F02519g	Suva_6.285	Skud_10.10	Smik_10.25	YJL206C	Anc_1.128	ZYRO0C18150g	TDEL0C05680	KLLA0C03201g	---	---	SAKL0C03938g	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1030.13	TPHA0L00830	TBLA0H03110	NDAI0A01180	NCAS0B03180	KNAG0A04830	KAFR0B06040	CAGL0E00715g	Suva_2.341	Skud_4.439	Smik_4.423	YDR175C	Anc_8.373	ZYRO0C03740g	TDEL0F04970	KLLA0D18051g	AGL140C	Ecym_4193	SAKL0H14212g	KLTH0F08998g	Kwal_23.3356	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	TDEL0G00200	---	ADL393W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	Kwal_55.19569	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	Kwal_23.2794	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1030.11	TPHA0L00840	TBLA0H03120	NDAI0A01170	NCAS0B03160	KNAG0A04820	KAFR0B06050	CAGL0E00693g	Suva_2.342	Skud_4.440	Smik_4.424	YDR176W	Anc_8.374	ZYRO0C03762g	TDEL0F04980	KLLA0D18073g	AGL139W	---	SAKL0H14190g	KLTH0F08976g	Kwal_23.3350	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0E14015g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	Kwal_23.2829	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0C17336g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	CAGL0M11660g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1030.10	TPHA0L00850	TBLA0H03130	NDAI0A01160	NCAS0B03150	KNAG0A04810	KAFR0B06060	CAGL0E00671g	Suva_2.343	Skud_4.441	Smik_4.425	YDR177W	Anc_8.375	ZYRO0C03784g	TDEL0F04990	KLLA0C18656g	ADR169C	Ecym_6038	SAKL0A00396g	KLTH0A07546g	Kwal_23.6485	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_15.83	Skud_15.70	Smik_15.76	YOL083W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	ADL362C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	Kwal_20.2729	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_5.322	Skud_7.10	Smik_7.4	YGL257C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_13.494	Skud_13.477	Smik_13.520	YMR303C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_15.156	Skud_15.145	Smik_15.154	YOL015W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1010.27	TPHA0E00630	TBLA0I00940	NDAI0E04580	NCAS0E02980	KNAG0C04340	KAFR0G01110	CAGL0M09427g	Suva_2.15	Skud_2.7	Smik_2.17	YBL102W	Anc_7.437	ZYRO0F13200g	TDEL0C03000	KLLA0E06535g	ADR066C	Ecym_8084	SAKL0F13552g	KLTH0C05566g	Kwal_27.10602	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1024.21	TPHA0C02440	TBLA0H01000	NDAI0A01150	NCAS0B03140	KNAG0A02750	KAFR0B06070	CAGL0F05863g	Suva_2.344	Skud_12.231	Smik_4.426	YDR178W	Anc_8.377	ZYRO0C03828g	TDEL0F05010	KLLA0D18117g	AGL137W	Ecym_4190	SAKL0H14146g	KLTH0F08932g	Kwal_23.3343	YLR164W	Smik_12.226	Skud_4.442	Suva_10.261	---	KAFR0H02020	KNAG0A04800	---	---	---	---	---
---	---	---	NDAI0A03350	NCAS0A03510	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	ABL196C	Ecym_4022	Sklu_YGOB_MFA1	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_495.9	TPHA0C00420	TBLA0J00750	---	NCAS0G00870	KNAG0B03250	KAFR0C05830	CAGL0E04548g	Suva_8.74	Skud_15.186	Smik_15.198	YOR020W-A	Anc_5.606	Zrou_YGOB_Anc_5.606	TDEL0A04720	KLLA0E09329g	AAR108WA	Ecym_5594	SAKL0G06820g	KLTH0G05566g	Kwal_YGOB_Anc_5.606	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1037.47	TPHA0A04220	TBLA0G02820	NDAI0G01840	NCAS0E01630	KNAG0K01350	KAFR0C00830	CAGL0I04862g	---	Skud_4.262	Smik_4.244	YDR011W	Anc_3.220	ZYRO0A04114g	TDEL0D04040	KLLA0D03432g	ABR125C	Ecym_3604	SAKL0C11616g	KLTH0A01914g	Kwal_23.5161	---	---	---	---	---	---	---	---	---	TBLA0I01760	TPHA0M00640	Kpol_1036.28
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLTH0C09240g	Kwal_56.22747	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1024.20	TPHA0C02430	TBLA0H00990	NDAI0A01140	NCAS0B03130	KNAG0A04790	KAFR0B06080	CAGL0F05841g	Suva_2.345	Skud_4.443	Smik_4.427	YDR179C	Anc_8.378	ZYRO0C03850g	TDEL0F05020	KLLA0D18139g	AGL136C	Ecym_4189	SAKL0H14124g	KLTH0F08910g	Kwal_23.3341	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	YKL222C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_8.437	---	---	YOR381W	---	---	---	---	---	---	---	---	---	---	Smik_15.562	Skud_15.547	---	---	---	---	---	---	---	---	---
---	---	---	---	NCAS0B02500	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1030.9	TPHA0L00860	TBLA0H03140	NDAI0A01130	NCAS0B03120	KNAG0A04780	KAFR0B06090	CAGL0F05819g	Suva_2.346	Skud_4.444	Smik_4.428	YDR179W-A	Anc_8.379	ZYRO0C03872g	TDEL0F05030	KLLA0D18161g	AGL135W	Ecym_4188	SAKL0H14102g	KLTH0F08888g	Kwal_23.3339	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_9.224	Skud_9.191	Smik_9.213	YIR013C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_10.93	Skud_12.81	Smik_12.76	YLR013W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	AFR228W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_YGOB_Anc_3.267	TPHA0M01065	TBLA0I01905	NDAI0A05740	NCAS0I01640	---	KAFR0A01015	---	Suva_2.192	Skud_4.289	Smik_4.273	YDR034W-B	Anc_3.267	---	TDEL0D03580	KLLA0F18766g	---	---	Sklu_YGOB_YBR056W-A	---	---	YBR056W-A	Smik_2.187	Skud_2.175	Suva_4.293	---	---	---	---	---	TBLA0E02545	---	---
---	---	---	---	---	---	---	CAGL0F00209g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	CAGL0G10219g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1030.7	TPHA0L00880	TBLA0H03160	NDAI0A01120	NCAS0B03110	KNAG0A04770	KAFR0B06100	CAGL0F05797g	Suva_2.347	Skud_4.445	Smik_4.429	YDR180W	Anc_8.381	ZYRO0C03916g	TDEL0F05050	KLLA0D18194g	AGL133W	Ecym_4186	SAKL0H14058g	KLTH0F08844g	Kwal_23.3327	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	AGL142C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1024.19	TPHA0C02420	TBLA0H00980	NDAI0A01110	NCAS0B03100	KNAG0A04750	KAFR0B06110	CAGL0F05775g	Suva_2.348	Skud_4.446	Smik_4.430	YDR181C	Anc_8.382	ZYRO0C03938g	TDEL0F05060	KLLA0D18216g	AGL132C	Ecym_4185	SAKL0H14036g	KLTH0F08822g	Kwal_YGOB_23.3327	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_9.18	Skud_9.3	Smik_9.3	YIL166C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	NCAS0D01410	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1030.6	TPHA0L00890	TBLA0H03170	NDAI0A01100	NCAS0B03090	KNAG0A04740	KAFR0B06120	CAGL0F05753g	Suva_2.349	Skud_4.447	Smik_4.431	YDR182W	Anc_8.383	ZYRO0C03960g	TDEL0F05070	KLLA0D18238g	AGL131W	Ecym_4184	SAKL0H13992g	KLTH0F08800g	Kwal_23.3319	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	CAGL0E00363g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	CAGL0H06853g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1024.17	TPHA0C02400	TBLA0H00960	NDAI0B05460	NCAS0B03080	KNAG0A04730	KAFR0B06130	CAGL0F05731g	Suva_2.350	Skud_4.448	Smik_4.432	YDR183W	Anc_8.385	ZYRO0C04004g	TDEL0F05090	KLLA0D18282g	AGL129W	Ecym_4182	SAKL0H13948g	KLTH0F08756g	Kwal_23.3313	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1057.24	---	---	---	---	---	---	---	---	---	---	YCR105W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	ZYRO0G10318g	TDEL0F02300	---	---	---	SAKL0H22088g	KLTH0E07964g	Kwal_47.17532	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	NCAS0C03020	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	KNAG0G01080	---	---	Suva_5.178	---	Smik_5.200	YER066W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_15.9	Skud_15.3	---	YOL152W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_4.554	Skud_2.424	Smik_2.435	YBR294W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1024.15	TPHA0C02380	TBLA0H00950	NDAI0B05470	NCAS0B03070	KNAG0A04720	KAFR0B06140	CAGL0F05709g	Suva_2.353	Skud_4.450	Smik_4.434	YDR184C	Anc_8.387	ZYRO0C04048g	TDEL0F05110	KLLA0D18326g	AGL127C	Ecym_4180	SAKL0H13904g	KLTH0F08712g	Kwal_23.3307	---	---	---	---	---	---	---	---	---	---	---	---
---	TPHA0H02560	TBLA0A04790	---	NCAS0I00580	KNAG0L00640	KAFR0D01350	---	Suva_15.190	Skud_15.179	Smik_15.190	---	Anc_7.105	ZYRO0G01452g	---	KLLA0C16511g	---	---	SAKL0F11176g	KLTH0H01650g	Kwal_56.24573	YOR012W	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	Skud_2.425	Smik_2.436	YBR295W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_6.3	Skud_6.19	Smik_6.26	YFL050C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_13.4	Skud_7.9	Smik_7.3	YGL258W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	YER187W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1043.44	TPHA0C02370	TBLA0H00930	NDAI0G02260	NCAS0C02930	KNAG0A02720	KAFR0H01990	CAGL0G08195g	Suva_2.354	Skud_12.235	Smik_4.435	YDR185C	Anc_8.388	ZYRO0C04070g	TDEL0F05120	KLLA0D18348g	AGL126C	Ecym_4179	SAKL0H13882g	KLTH0F08690g	Kwal_23.3305	YLR168C	Smik_12.230	Skud_4.451	Suva_10.267	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLLA0A12045g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	AGL359C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_16.280	Skud_16.245	Smik_16.199	YPL036W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	NCAS0B05420	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_339.7	TPHA0E01170	TBLA0C03520	---	---	KNAG0B02010	KAFR0K02230	CAGL0H07293g	Suva_2.482	Skud_4.577	Smik_4.567	YDR314C	Anc_5.340	ZYRO0C14300g	---	---	---	---	SAKL0G09262g	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_1.63	Skud_1.58	Smik_1.63	YAL005C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1030.4	TPHA0L00900	TBLA0H03190	NDAI0B05480	NCAS0B03060	KNAG0A04700	KAFR0B06150	CAGL0F05687g	Suva_2.355	Skud_4.452	Smik_4.436	YDR186C	Anc_8.390	ZYRO0C04114g	TDEL0F05140	KLLA0D18392g	AGL124C	Ecym_4177	SAKL0H13838g	KLTH0F08646g	Kwal_23.3294	---	---	---	---	---	---	---	---	---	TBLA0H00910	---	---
---	---	---	---	---	---	---	---	Suva_13.185	Skud_13.172	Smik_13.182	YMR018W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_13.184	Skud_13.171	Smik_13.181	YMR017W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1049.19	---	---	---	---	---	---	---	Suva_15.415	---	---	YCR106W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	NCAS0H00780	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_16.47	Skud_16.20	Smik_6.461	YPL258C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	NDAI0I02450	NCAS0D02420	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	NCAS0C05270	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	CAGL0E05170g	Suva_7.108	Skud_7.115	Smik_7.116	YGL157W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_520.20	TPHA0B01560	TBLA0F01500	NDAI0A01330	NCAS0A14690	KNAG0B02150	KAFR0K02110	CAGL0M09449g	Suva_2.16	Skud_2.8	Smik_2.18	YBL101C	Anc_7.436	ZYRO0F13178g	TDEL0C02990	KLLA0E06557g	ADR065W	Ecym_8085	SAKL0F13530g	KLTH0C05588g	Kwal_27.10604	YPR030W	Smik_16.274	Skud_16.317	Suva_16.360	CAGL0K05247g	KAFR0G01120	KNAG0C04350	NCAS0E02970	NDAI0E04570	TBLA0I00950	TPHA0E00640	Kpol_1010.28
Kpol_1043.48	TPHA0C02340	TBLA0H00890	NDAI0G02220	NCAS0C02890	KNAG0A02680	KAFR0H01950	CAGL0G08272g	Suva_2.357	Skud_4.453	Smik_4.437	YDR188W	Anc_8.393	ZYRO0C04180g	TDEL0F05170	KLLA0D18458g	AGL121W	Ecym_4174	SAKL0H13772g	KLTH0F08580g	Kwal_23.3279	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	KAFR0I02690	---	Suva_13.509	Skud_13.490	Smik_13.533	YMR316W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1057.26	---	---	---	---	---	---	---	Suva_11.2	Skud_15.552	---	YOR385W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	CAGL0K08338g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	KLTH0C01166g	Kwal_14.977	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_16.41	Skud_16.13	Smik_6.472	YPL264C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	YEL071W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	NCAS0H00160	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	TPHA0L00810	---	NDAI0H01280	NCAS0F00790	KNAG0G01040	KAFR0K01230	CAGL0F01419g	Suva_15.188	Skud_9.159	Smik_9.181	YIL013C	Anc_7.123a	---	---	---	AFR326W	Ecym_1222	SAKL0F04312g	---	---	YOR011W	Smik_15.185	Skud_15.174	Suva_9.192	---	KAFR0G03010	---	---	---	TBLA0A01150	---	---
---	---	---	NDAI0F00960	NCAS0D04920	KNAG0D03090	---	---	Suva_9.244	Skud_9.209	Smik_9.232	YIR028W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
Kpol_1030.3	TPHA0L00910	TBLA0H03200	NDAI0G02210	NCAS0C02880	KNAG0A02670	KAFR0H01940	CAGL0F05665g	Suva_2.358	Skud_4.454	Smik_4.438	YDR189W	Anc_8.394	ZYRO0C04202g	TDEL0F05180	KLLA0D18480g	AGL120W	Ecym_4173	SAKL0H13750g	KLTH0F08558g	Kwal_23.3275	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	NDAI0F00990	NCAS0D04890	KNAG0D03110	---	---	Suva_9.247	Skud_9.212	Smik_9.235	YIR031C	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	Suva_15.416	Skud_8.276	Smik_8.299	YHR209W	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	CAGL0H00418g	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
